第,91,回,2022/10/8,やの,9,むらた,10
第,92,回,2022/10/15,あらい,13,まつい,6
第,93(1),回,2022/10/22,こくてつ,5,きんてつ,7
第,93(2),回,2022/10/22,サナキ,8,alte,6
第,94(1),回,2022/10/22,わに,1,らいおん,19
第,94(2),回,2022/10/22,バース,4,ワゲスパック,2
第,95(1),回,2022/10/29,侍,4,日ハム,5
第,95(2),回,2022/10/29,なす,7,とうふ,5
第,96,回,2022/11/12,イーロン,5,マーク,8
第,97,回,2022/11/19,フンボルト,9,コウテイ,3
第,98,回,2022/11/26,よっぱらい,8,ふつかよい,5
第,99(1),回,2022/12/3,オモテ,6,ウラ,9
第,99(2),回,2022/12/3,三枚舌,12,カエル,5
第,100,回,2022/12/10,はむへり,9,リョウスケ,12
第,101(1),回,2022/12/17,じゅんてん,20,にんてん,1
第,101(2),回,2022/12/17,イカ,4,タコ,7
第,102,回,2022/12/24,チョウサン,9,ニシノ,11
第,103,回,2023/1/3,杉谷,5,杉本,5
第,104(1),回,2023/1/7,2022,11,2024,22
第,104(2),回,2023/1/7,うさぎ,16,とら,8
第,105(1),回,2023/1/14,Team26,9,クレアーズ,3
第,105(2),回,2023/1/14,ヌート,5,バー,6
第,106(1),回,2023/1/21,メビウス,7,マイルドセブン,9
第,106(2),回,2023/1/21,ピース,10,ホープ,14
第,107(1),回,2023/1/28,先公,9,後公,10
第,107(2),回,2023/1/28,稲葉,8,山本,2
第,108(1),回,2023/2/4,ナックル,3,シザース,10
第,108(2),回,2023/2/4,スシロー,6,かっぱ,4
第,109(1),回,2023/2/11,こうらくえん,6,ひろしましみん,4
第,109(2),回,2023/2/11,てんじょう,3,たんぱつ,5
第,110(1),回,2023/2/18,いらぶ,6,いがわ,12
第,110(2),回,2023/2/18,ウイニング,4,チケット,14
第,111(1),回,2023/2/25,なむこ,14,こなみ,10
第,111(2),回,2023/2/25,大谷,5,ダルビッシュ,19