第,156(1),回,2024/1/6,ニューイヤー,5,ニューグワー,5
第,156(2),回,2024/1/6,ジャスガ,9,パリィ,4
第,157(1),回,2024/1/13,かいの,1,ひだか,2x
第,157(2),回,2024/1/13,孫,4,王,1
第,158(1),回,2024/1/20,ムシキング,6,カブトボーグ,14
第,158(2),回,2024/1/20,和田,7,甲斐野,8x
第,159(1),回,2024/1/27,キャンプ,3,リハビリ,3
第,159(2),回,2024/1/27,ロード,8,道路,9x
第,160(1),回,2024/2/3,宮崎,2,沖縄,9
第,160(2),回,2024/2/3,アルジェリア,6,ナイジェリア,6
第,161(1),回,2024/2/10,沖縄,2,中日,9
第,161(2),回,2024/2/10,くら,1,はま,4
第,162(1),回,2024/2/17,萌,2,マヌカ,8
第,162(2),回,2024/2/17,メッツ,0,ヤンキース,3
第,163(1),回,2024/2/24,あべし,4,ひでぶ,7
第,163(2),回,2024/2/24,中日,5,樂天,7x
第,164(1),回,2024/3/2,グリーンモンスター,10,クッキーモンスター,9
第,164(2),回,2024/3/2,山川,6,ベイ☆,3
第,165(1),回,2024/3/9,ドラゴン,5,トラゴン,3
第,165(2),回,2024/3/9,清須,1,清水,3
第,166(1),回,2024/3/16,ガチャ,6,ガチ,1
第,166(2),回,2024/3/16,わさび,3,しょうが,8
第,167(1),回,2024/3/23,ゆうと,10,たかひろ,11
第,167(2),回,2024/3/23,度会,6,渡会,7
第,168(1),回,2024/3/30,大谷,7,水原,4
第,168(2),回,2024/3/30,ディッカーソン,7,ロドリゲス,5
第,169(1),回,2024/4/6,ギッテンス,2,マルモレホス,9
第,169(2),回,2024/4/6,スティーブンソン,7,ハンソン,7
第,170(1),回,2024/4/13,ツナ,0,シャケ,6
第,170(2),回,2024/4/13,光岡,6,山州,7
第,171(1),回,2024/4/20,押し出し,7,寄り切り,8
第,171(2),回,2024/4/20,KFC,8,バーキン,8
第,172,回,2024/4/27,さかな,1,アテ,2
第,173(1),回,2024/5/4,ボマー,12,飯テロ,6
第,173(2),回,2024/5/4,サイダー,9,ラムネ,6
第,174(1),回,2024/5/11,ゴールデンバット,6,ピアニッシモ,7
第,174(2),回,2024/5/11,保安官,7,中毒者,2
第,175(1),回,2024/5/18,雑音,5,騒音,2
第,175(2),回,2024/5/18,センパイ,9,コ～ハイ,7
第,176(1),回,2024/5/25,満腹,9,空腹,5
第,176(2),回,2024/5/25,煮,19,焼,3
第,177(1),回,2024/6/1,やきにく,13,しゃぶしゃぶ,10
第,177(2),回,2024/6/1,セリーグ,8,パリーグ,7
第,178(1),回,2024/6/8,飛ぶ,3,消える,1
第,178(2),回,2024/6/8,カルボナーラ,5,ペペロンチーノ,5
第,179,回,2024/6/15,よっぱらい,2,おじさん,3x
第,180(1),回,2024/6/22,20勝,12,19敗,10
第,180(2),回,2024/6/22,海外FA,4,ポスティング,4
第,181(1),回,2024/6/29,つゆ,3,なつ,10
第,181(2),回,2024/6/29,さける,12,カマンベール,7
第,182(1),回,2024/7/6,(`・ω・´)!!,11,(´・ω・`)..。,2
第,182(2),回,2024/7/6,牛丼,7,絶食,6
第,183(1),回,2024/7/13,じゃあな,2,じゃあの,8
第,183(2),回,2024/7/13,アギラー,14,コルデロ,3
第,184(1),回,2024/7/20,オスナ,6,おすし,1
第,184(2),回,2024/7/20,BS,11,GB,2
第,185(1),回,2024/7/27,ゆーや,11,レポート,8
第,185(2),回,2024/7/27,Legend,6,Newbie,2